script_id,script_url,label,predicted_label,predicted_probability,prediction_confidence,failure_type,max_api_aggregation_score,behavioral_api_agg_count,fp_api_agg_count,behavioral_source_api_count,fingerprinting_source_api_count,graph_construction_failure,dataflow_to_sink,total_fp_api_accesses,num_sink_types,has_storage_sink,has_network_sink,mouse_event_count,keyboard_event_count,touch_event_count,pointer_event_count,behavioral_event_diversity,behavioral_ratio,intensity_ratio
7407686,https://hb.illimitybank.com/static/js/3.85cea7ab.chunk.js,0,0,0.07719857494071167,0.9228014250592882,Correct,-1.0,-1.0,-1.0,64.0,9.0,1,0,57,0,0,0,0,18,0,27,2,0.8767123287671232,1.1643835616438356
7397588,https://api.sardine.ai/assets/loader.min.js,1,1,0.9056127079590216,0.9056127079590215,Correct,7.0,7.0,0.0,21.0,9.0,0,0,24,0,0,0,2,7,6,0,3,0.7,2.6
7399843,https://cdn-widgetsrepository.yotpo.com/widget-assets/widget-reviews-carousel/app.v0.1.2-7144.js,0,0,0.0,1.0,Correct,2.0,2.0,0.0,3.0,3.0,0,0,21,0,0,0,1,1,0,0,2,0.5,0.6666666666666666
7401434,https://assets.pingone.com/davinci/latest/davinci.js,0,0,0.04005621735640404,0.9599437826435961,Correct,-1.0,-1.0,-1.0,92.0,4.0,1,0,29,0,0,0,27,18,0,28,3,0.9583333333333334,1.46875
7417152,https://tags.tiqcdn.com/utag/vivint/main/prod/utag.js,0,0,0.058052418942668854,0.941947581057331,Correct,6.0,0.0,6.0,1.0,12.0,0,1,36,1,0,0,0,0,0,1,1,0.07692307692307693,0.15384615384615385
7405782,https://www.googletagmanager.com/gtag/js?id=G-KS49PHWZ8S&cx=c&gtm=45He55c0v77066579za200&tag_exp=101509157~103101750~103101752~103116025~103200001~103233427~103251618~103251620~103284320~103284322~103301114~103301116,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,3.0,4.0,1,0,8,0,0,0,1,1,0,1,3,0.42857142857142855,0.42857142857142855
7414359,https://www.cheaptickets.com/wJyHkE/g/K/7bxLTnGz3Q/cSmaQbii/Uj5gAQ/ORMrWThw/Ihw?v=7f03036d-ecd2-fe58-2407-3411883c172a,0,0,0.01188866714540201,0.9881113328545978,Correct,-1.0,-1.0,-1.0,13.0,19.0,1,0,46,0,0,0,0,7,0,6,2,0.40625,0.5625
7415824,https://cdn.cookielaw.org/scripttemplates/202406.1.0/otBannerSdk.js,0,0,0.0,1.0,Correct,3.0,0.0,3.0,3.0,6.0,0,0,13,0,0,0,0,2,0,1,2,0.3333333333333333,0.5555555555555556
7399256,https://cdn-swell-assets.yotpo.com/app.v1.0.368.js,0,0,0.01733933906293169,0.9826606609370683,Correct,2.0,1.0,1.0,19.0,5.0,0,0,5,0,0,0,1,18,0,0,2,0.7916666666666666,1.0
7411811,https://shopify-init.blackcrow.ai/js/core/edikted.js?shop=edikted.myshopify.com&tagSrc=ShopifyThemeAppExtension,0,0,0.0,1.0,Correct,1.0,1.0,0.0,2.0,3.0,0,0,3,0,0,0,0,0,0,1,1,0.4,1.2
7417746,https://site-static-blue.betboom.ru/_next/static/chunks/vendor-analytics-ea16a739d12a7d13.js,0,0,0.0,1.0,Correct,1.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2,1,1.0,2.5
7408657,https://www.digikey.de/lO2Z493J/init.js,1,1,0.9970844746196313,0.9970844746196315,Correct,13.0,5.0,8.0,41.0,50.0,0,0,100,0,0,0,10,9,11,8,4,0.45054945054945056,0.8681318681318682
7416384,https://a.tiaa-cdn.net/qui-wc/3.7.0/core.js,0,0,0.0,1.0,Correct,6.0,6.0,0.0,6.0,1.0,0,0,2,0,0,0,0,1,1,1,3,0.8571428571428571,0.8571428571428571
7406280,https://www.fewo-direkt.de/gNuMJdbOhskSS/_AItgY/2kMUWfqY/YpXaQmNNVO6JuY/VTAgAUEB/LG1/3Yhk2Rgg,0,0,0.012010470437920641,0.9879895295620794,Correct,-1.0,-1.0,-1.0,40.0,22.0,1,0,62,0,0,0,5,7,5,8,4,0.6451612903225806,1.1451612903225807
7417186,https://sc-static.net/scevent.min.js,0,0,0.0,1.0,Correct,1.0,0.0,1.0,1.0,4.0,0,0,4,0,0,0,0,0,0,1,1,0.2,0.2
7415725,https://s0.2mdn.net/instream/video/client.js,0,0,0.27625050469366846,0.7237494953063316,Correct,8.0,8.0,0.0,12.0,1.0,0,0,1,0,0,0,0,0,12,0,1,0.9230769230769231,1.3076923076923077
7417298,https://connect.facebook.net/signals/config/1493385010875839?v=2.9.201&r=stable&domain=www.vivint.com&hme=9ebdfdd473ffce6bfe2267012c83f73483198ffe20d84139a2066b7682f827c0&ex_m=73%2C128%2C113%2C117%2C64%2C6%2C106%2C72%2C19%2C100%2C92%2C54%2C57%2C181%2C202%2C209%2C205%2C206%2C208%2C32%2C107%2C56%2C80%2C207%2C176%2C179%2C203%2C204%2C189%2C139%2C44%2C194%2C191%2C192%2C37%2C151%2C18%2C53%2C198%2C197%2C141%2C21%2C43%2C2%2C46%2C68%2C69%2C70%2C74%2C96%2C20%2C17%2C99%2C95%2C94%2C114%2C55%2C116%2C42%2C115%2C33%2C97%2C29%2C177%2C180%2C148%2C14%2C15%2C16%2C8%2C9%2C28%2C25%2C26%2C60%2C65%2C67%2C78%2C105%2C108%2C30%2C79%2C12%2C10%2C83%2C51%2C24%2C110%2C109%2C111%2C102%2C13%2C23%2C4%2C41%2C77%2C22%2C160%2C89%2C135%2C76%2C1%2C98%2C59%2C87%2C36%2C31%2C85%2C86%2C91%2C40%2C7%2C93%2C84%2C47%2C35%2C38%2C0%2C71%2C118%2C90%2C5%2C50%2C49%2C101%2C88%2C246%2C174%2C126%2C163%2C156%2C3%2C39%2C66%2C45%2C112%2C48%2C82%2C63%2C62%2C34%2C103%2C61%2C58%2C52%2C81%2C75%2C27%2C104%2C11%2C119,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0
7417196,https://www.googletagmanager.com/gtag/js?id=G-F41MK1NWRB,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,4.0,4.0,1,0,4,0,0,0,0,0,0,4,1,0.5,0.75
7415394,https://static.klaviyo.com/onsite/js/vendors~in_app_forms~signup_forms~reviews~atlas.e3f2de1103f13d680ba4.js?cb=1&v2-route=1,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
7399896,https://downloads.mailchimp.com/js/signup-forms/popup/unique-methods/embed.js,0,0,0.0,1.0,Correct,2.0,0.0,2.0,4.0,9.0,0,0,12,0,0,0,0,2,0,1,2,0.3076923076923077,0.7692307692307693
7397925,https://www.marcus.com/us/en/_next/static/chunks/framework-c7762d7648ee44ba.js,0,0,0.012151392856911128,0.9878486071430888,Correct,75.0,75.0,0.0,105.0,0.0,0,0,0,0,0,0,26,21,1,36,4,1.0,1.2666666666666666
7398541,https://analytics.tiktok.com/i18n/pixel/static/main.MWViNTc4Yjc2MQ.js,0,0,0.0,1.0,Correct,4.0,4.0,0.0,5.0,1.0,0,0,2,0,0,0,0,0,0,5,1,0.8333333333333334,1.6666666666666667
7400599,https://s.go-mpulse.net/boomerang/FSMSW-FSN27-22W2V-5N9KY-MWCH4,0,0,0.02483319325506336,0.9751668067449367,Correct,14.0,2.0,12.0,9.0,17.0,0,1,28,6,1,1,3,2,0,4,3,0.34615384615384615,0.4230769230769231
7415823,https://www.getquip.com/cdn/wpm/b9f94c53cwe611d86fp8ced7fbdmadbd84f4l.js,0,0,0.0026743181098211376,0.9973256818901788,Correct,16.0,0.0,16.0,12.0,16.0,0,1,17,3,1,0,0,0,0,11,1,0.42857142857142855,0.7857142857142857
7415218,https://www.googletagmanager.com/gtag/js?id=AW-963089116,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,4.0,4.0,1,0,7,0,0,0,0,0,0,4,1,0.5,0.875
7400548,https://app.upsellit.com/hound/monitor.jsp?qs=dePkAMugyw1fMh2AsMcjUED&siteID=57421&si=zb3cup_1747155151,0,0,0.001680693485945127,0.9983193065140549,Correct,1.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1.0,4.0
7398834,https://analytics.tiktok.com/i18n/pixel/static/main.MWViNTc4Yjc2MQ.js,0,0,0.0,1.0,Correct,4.0,4.0,0.0,5.0,4.0,0,0,5,0,0,0,0,0,0,5,1,0.5555555555555556,1.0
7397634,https://assets.wealthsimple.com/app-6bed91f52062aca4.js,0,0,0.37795115721365263,0.6220488427863473,Correct,-1.0,-1.0,-1.0,108.0,21.0,1,0,99,0,0,0,26,21,1,40,4,0.8372093023255814,1.434108527131783
7396524,https://www.coign.com/_next/static/chunks/4bd1b696-8d390d1db7159859.js,0,0,0.0,1.0,Correct,56.0,56.0,0.0,77.0,0.0,0,0,0,0,0,0,26,4,1,36,4,1.0,1.2467532467532467
7398149,https://cdn.reamaze.com/assets/reamaze.js,0,0,0.004813594729230274,0.9951864052707697,Correct,3.0,0.0,3.0,46.0,4.0,0,0,8,0,0,0,0,18,0,28,2,0.92,1.16
7414768,https://c.travel-assets.com/lotus-home-ui/egds.282f712fcbc2be94e422.js,0,0,0.0,1.0,Correct,3.0,1.0,2.0,2.0,3.0,0,0,5,0,0,0,0,2,0,0,1,0.4,1.6
7399742,https://www.mercurycards.com/rfor-had-be-An-of-Donalband-call-be-speakst-All-,0,0,0.3023741687749282,0.697625831225072,Correct,0.0,0.0,0.0,18.0,34.0,0,0,98,0,0,0,6,0,12,0,2,0.34615384615384615,0.34615384615384615
7400014,https://www.googletagmanager.com/gtag/js?id=G-VNKJ6MNQFX&cx=c&gtm=45He55c0h1v833180303za200&tag_exp=101509156~103101750~103101752~103116026~103200004~103207801~103233424~103251618~103251620~103263070~103284320~103284322~103301114~103301116,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0.5,0.5
7400569,https://www.vevorstatic.com/prod/20211207/js/layouts~base-a60f4ea8be05.js?pro,0,0,0.0,1.0,Correct,1.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,1,2,1.0,2.5
7400156,https://72164059993b.cdn4.forter.com/sn/72164059993b/script.js,1,1,0.9941946472953852,0.9941946472953852,Correct,11.0,2.0,9.0,4.0,22.0,0,1,99,3,1,1,2,0,0,2,2,0.15384615384615385,0.23076923076923078
7400660,https://www.allsaints.com/on/demandware.static/Sites-allsaints-uk-Site/-/en_GB/v1747126440127/app_allsaints.js,0,0,0.0,1.0,Correct,4.0,4.0,0.0,5.0,7.0,0,0,13,0,0,0,0,3,0,2,2,0.4166666666666667,0.5
7399473,https://content.r9cdn.net/res/combined.js?v=f64298a343032cc4b2c9e9e8c165e8c62986e7f3&cluster=4,0,0,0.12731251364741492,0.8726874863525848,Correct,6.0,0.0,6.0,9.0,19.0,0,1,27,1,0,0,1,4,1,2,4,0.32142857142857145,0.35714285714285715
7400305,https://connect.facebook.net/signals/config/1626979564740740?v=2.9.201&r=stable&domain=www.fiverr.com&hme=9ebdfdd473ffce6bfe2267012c83f73483198ffe20d84139a2066b7682f827c0&ex_m=73%2C128%2C113%2C117%2C64%2C6%2C106%2C72%2C19%2C100%2C92%2C54%2C57%2C181%2C202%2C209%2C205%2C206%2C208%2C32%2C107%2C56%2C80%2C207%2C176%2C179%2C203%2C204%2C189%2C139%2C44%2C194%2C191%2C192%2C37%2C151%2C18%2C53%2C198%2C197%2C141%2C21%2C43%2C2%2C46%2C68%2C69%2C70%2C74%2C96%2C20%2C17%2C99%2C95%2C94%2C114%2C55%2C116%2C42%2C115%2C33%2C97%2C29%2C177%2C180%2C148%2C14%2C15%2C16%2C8%2C9%2C28%2C25%2C26%2C60%2C65%2C67%2C78%2C105%2C108%2C30%2C79%2C12%2C10%2C83%2C51%2C24%2C110%2C109%2C111%2C102%2C13%2C23%2C4%2C41%2C77%2C22%2C160%2C89%2C135%2C76%2C1%2C98%2C59%2C87%2C36%2C31%2C85%2C86%2C91%2C40%2C7%2C93%2C84%2C47%2C35%2C38%2C0%2C71%2C118%2C90%2C5%2C50%2C49%2C101%2C88%2C246%2C174%2C126%2C163%2C156%2C3%2C39%2C66%2C45%2C112%2C48%2C82%2C63%2C62%2C34%2C103%2C61%2C58%2C52%2C81%2C75%2C27%2C104%2C11%2C119,0,0,0.0,1.0,Correct,1.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0.5,1.0
7399457,https://www.josephjoseph.com/,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0
7392016,https://accweb.mouv.desjardins.com/h_2e/XG1-/MuLqm/6OGk/Q/Q7XifrkLXpkLDatE/cCo1dEgB/Xztd/Rk5ycAs,0,0,0.012010470437920641,0.9879895295620794,Correct,-1.0,-1.0,-1.0,40.0,22.0,1,0,62,0,0,0,5,7,5,8,4,0.6451612903225806,1.1451612903225807
7400097,https://cdn.cookielaw.org/scripttemplates/202502.1.0/otBannerSdk.js,0,0,0.0,1.0,Correct,3.0,0.0,3.0,5.0,5.0,0,0,10,0,0,0,0,4,0,1,2,0.5,1.2
7399862,https://cdn.cookielaw.org/scripttemplates/202502.1.0/otBannerSdk.js,0,0,0.0,1.0,Correct,3.0,0.0,3.0,3.0,5.0,0,0,12,0,0,0,0,2,0,1,2,0.375,0.625
7400828,https://www.upwork.com/static/assets/Brontes/cl-pre-reg-tabs.86f9e206.js,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0.5,0.5
7400075,https://js-cdn.dynatrace.com/jstag/157944990f8/bf49181osj/442ae0045af84f9e_complete.js,0,0,0.0038746604578967785,0.9961253395421032,Correct,52.0,0.0,52.0,14.0,60.0,0,1,74,1,0,0,4,2,2,6,4,0.1891891891891892,0.24324324324324326
7401052,https://www.googletagmanager.com/gtm.js?id=GTM-P454CN,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0.5,0.5
7401123,https://cdn.shopify.com/extensions/1b03156b-4632-48f8-a684-0571ca7b7a02/hulk-form-builder-23/assets/extra-functions.js,0,0,0.001680693485945127,0.9983193065140549,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,13.0
7399788,https://www.mercurycards.com/cards/scripts-EUANLEFA.js,0,0,0.0,1.0,Correct,8.0,8.0,0.0,25.0,0.0,0,0,0,0,0,0,0,5,0,8,2,1.0,1.6
7399451,https://www.josephjoseph.com/cdn/shop/t/461/assets/product-quickbuy.js?v=41223589087415184311746715073,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0
7401121,https://app.backinstock.org/widget/90946_1746008386.js?category=bis&v=6,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0
7401051,https://api.email.debenhams.co.uk/js/exponea.min.js,0,0,0.0,1.0,Correct,2.0,0.0,2.0,1.0,3.0,0,0,9,0,0,0,0,0,0,1,1,0.25,0.25
7400763,https://s.go-mpulse.net/boomerang/UV6E5-RSDAH-DQ7UY-BHK6B-XB4DH,0,0,0.020324335102739607,0.9796756648972605,Correct,15.0,2.0,13.0,9.0,17.0,0,1,27,6,1,1,3,2,0,4,3,0.34615384615384615,0.4230769230769231
7395696,https://www.istockphoto.com/sign-in/assets/application.634a726fa88f1ee6b717.js,0,0,0.004479587258860476,0.9955204127411394,Correct,1.0,0.0,1.0,27.0,3.0,0,0,7,0,0,0,0,0,0,27,1,0.9,1.1
7399720,https://cdn.decibelinsight.net/i/13948/1596495/di.js,0,0,0.22492875979611568,0.7750712402038846,Correct,11.0,7.0,4.0,16.0,19.0,0,1,28,3,0,1,3,4,0,8,3,0.45714285714285713,0.6285714285714286
7392129,https://online.macquarie.com.au/XBqrHQ0aqPnP/6ptzoC/lJvfmv/uS7GQGwz2hbmSO9Y/dnAHUg/MmA/RPhEVK3c,0,0,0.005377994497558921,0.9946220055024411,Correct,-1.0,-1.0,-1.0,39.0,22.0,1,0,62,0,0,0,5,7,5,8,4,0.639344262295082,1.1475409836065573
7401067,https://aacdn.nagich.com/core/2.1.9/accessibility.js,0,0,0.0,1.0,Correct,3.0,0.0,3.0,5.0,3.0,0,0,13,0,0,0,0,5,0,0,1,0.625,1.125
7401128,https://www.nobodyschild.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.2.min.js,0,0,0.0,1.0,Correct,2.0,0.0,2.0,6.0,7.0,0,0,10,0,0,0,3,0,0,3,2,0.46153846153846156,0.46153846153846156
7400768,https://www.sunglasshut.com/wcsstore/MadisonsStorefrontAssetStore/javascript/smartOutline.js,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1.0,1.0
7417201,https://solutions.invocacdn.com/js/invoca-latest.min.js,0,0,0.0,1.0,Correct,3.0,0.0,3.0,1.0,6.0,0,0,9,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285
7417154,https://d10pwglna6up6p.cloudfront.net/navidium-widgets/js/nvd-widget-with-consent.js,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0
7415292,https://www.orbitz.com/TWrTc460u_/Gn/FqvxAwrI/DQi5DXSEXY/ADURCm9FTgQ/bW5NCn/wRaW8?v=4251d484-0f1c-2959-4317-48065bd6172a,0,0,0.05469138700756497,0.945308612992435,Correct,-1.0,-1.0,-1.0,19.0,19.0,1,0,46,0,0,0,5,7,0,7,3,0.5,0.7894736842105263
7392165,https://www.expedia.ca/_N7kUPgeMTVi8qC8FRsI08fb/ukOSDkbrimck/PyogJwgC/A2wzAhZ/WPBI,0,0,0.012010470437920641,0.9879895295620794,Correct,-1.0,-1.0,-1.0,40.0,22.0,1,0,62,0,0,0,5,7,5,8,4,0.6451612903225806,1.1451612903225807
7400617,https://connect.facebook.net/signals/config/1559741404375798?v=2.9.201&r=stable&domain=www.vevor.ca&hme=9ebdfdd473ffce6bfe2267012c83f73483198ffe20d84139a2066b7682f827c0&ex_m=73%2C128%2C113%2C117%2C64%2C6%2C106%2C72%2C19%2C100%2C92%2C54%2C57%2C181%2C202%2C209%2C205%2C206%2C208%2C32%2C107%2C56%2C80%2C207%2C176%2C179%2C203%2C204%2C189%2C139%2C44%2C194%2C191%2C192%2C37%2C151%2C18%2C53%2C198%2C197%2C141%2C21%2C43%2C2%2C46%2C68%2C69%2C70%2C74%2C96%2C20%2C17%2C99%2C95%2C94%2C114%2C55%2C116%2C42%2C115%2C33%2C97%2C29%2C177%2C180%2C148%2C14%2C15%2C16%2C8%2C9%2C28%2C25%2C26%2C60%2C65%2C67%2C78%2C105%2C108%2C30%2C79%2C12%2C10%2C83%2C51%2C24%2C110%2C109%2C111%2C102%2C13%2C23%2C4%2C41%2C77%2C22%2C160%2C89%2C135%2C76%2C1%2C98%2C59%2C87%2C36%2C31%2C85%2C86%2C91%2C40%2C7%2C93%2C84%2C47%2C35%2C38%2C0%2C71%2C118%2C90%2C5%2C50%2C49%2C101%2C88%2C246%2C174%2C126%2C163%2C156%2C3%2C39%2C66%2C45%2C112%2C48%2C82%2C63%2C62%2C34%2C103%2C61%2C58%2C52%2C81%2C75%2C27%2C104%2C11%2C119,0,0,0.0,1.0,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0
7400402,https://www.googletagmanager.com/gtm.js?id=GTM-MKV6,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,4.0,1.0,1,0,1,0,0,0,0,0,0,4,1,0.8,1.4
7415303,https://c.travel-assets.com/lotus-home-ui/core.08ded36a0c19e3b5b502.js,0,0,0.0,1.0,Correct,3.0,3.0,0.0,6.0,0.0,0,0,0,0,0,0,0,4,1,0,2,1.0,1.1666666666666667
7417559,https://www.googletagmanager.com/gtm.js?id=GTM-WTQCST&l=gtmDataLayer,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,4.0,1.0,1,0,1,0,0,0,0,0,0,4,1,0.8,1.6
7400992,https://ib.sdccu.com/SDCCU/ScriptRegistrar.aspx?bundle=Core&h=4190EA17BCA3CC36AD94C7C890DB0AF8,0,0,0.008348349552430016,0.9916516504475701,Correct,4.0,4.0,0.0,58.0,8.0,0,0,17,0,0,0,29,0,0,29,2,0.8787878787878788,1.0909090909090908
7401059,https://www.googletagmanager.com/gtag/js?id=G-PQ6VBY5QT3&cx=c&gtm=45He55c1h2v71458210za200&tag_exp=101509156~102015666~103101750~103101752~103116026~103130498~103130500~103200004~103207801~103233424~103251618~103251620~103263070~103284320~103284322~103301114~103301116,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,6.0,4.0,1,0,4,0,0,0,1,1,0,4,3,0.6,0.8
7401259,https://www.googletagmanager.com/gtm.js?id=GTM-WLKNPDC,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,4.0,1.0,1,0,1,0,0,0,0,0,0,4,1,0.8,1.4
7400621,https://www.googletagmanager.com/gtag/destination?id=AW-638448366&cx=c&gtm=45He55c0v852980039za200&tag_exp=101509156~103101750~103101752~103116025~103200001~103233424~103251618~103251620~103284320~103284322~103301114~103301116,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,1.0,3.0,1,0,3,0,0,0,0,0,0,1,1,0.25,0.25
7401062,https://try.abtasty.com/832202427a8ea417ad16bc3b8b7a5464/main.4a95356fc7419929f1ce.js,0,0,0.0,1.0,Correct,4.0,3.0,1.0,3.0,2.0,0,0,3,0,0,0,0,3,0,0,1,0.6,0.8
7400507,https://snap.licdn.com/li.lms-analytics/insight.min.js,0,0,0.0,1.0,Correct,1.0,1.0,0.0,2.0,1.0,0,0,4,0,0,0,2,0,0,0,1,0.6666666666666666,1.0
7415138,https://static-autocomplete.fastsimon.com/fast-simon-autocomplete.umd.js?v=1.2.177,0,0,0.0,1.0,Correct,3.0,2.0,1.0,2.0,3.0,0,0,9,0,0,0,0,0,1,1,2,0.4,0.4
7400821,https://www.upwork.com/static/vue-libs/vue.runtime.2.7.20.min.js,0,0,0.0,1.0,Correct,7.0,7.0,0.0,7.0,1.0,0,0,1,0,0,0,0,3,0,2,2,0.875,0.875
7396437,https://edge.fullstory.com/s/fs.js,0,0,0.08599386799672538,0.9140061320032749,Correct,6.0,6.0,0.0,15.0,12.0,0,0,30,0,0,0,5,1,1,5,4,0.5555555555555556,0.9629629629629629
7400225,https://frankie4.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.2.min.js,0,0,0.0,1.0,Correct,2.0,0.0,2.0,3.0,7.0,0,0,10,0,0,0,0,0,0,3,1,0.3,0.3
7392197,https://online.lloydsbank.co.uk/jy9JCxQUeztppADpIA/t75cQG2GJQmL/FEF2AQ/fFw/YfkYaCA4,0,0,0.03980993863117181,0.9601900613688282,Correct,-1.0,-1.0,-1.0,40.0,14.0,1,0,23,0,0,0,5,7,5,8,4,0.7407407407407407,1.3148148148148149
7392207,https://www.halifax-online.co.uk/Wjij15/pCV/sVj/0X0Akg/tEXEzt4GcD0t/FxwfRw/Hj4aOD/QyRG0,0,0,0.03980993863117181,0.9601900613688282,Correct,-1.0,-1.0,-1.0,40.0,14.0,1,0,23,0,0,0,5,7,5,8,4,0.7407407407407407,1.3148148148148149
7399671,https://content.r9cdn.net/res/combined.js?v=b16032696b3737cc95b4e63fec694d7826839c72&cluster=4,0,0,0.12731251364741492,0.8726874863525848,Correct,6.0,0.0,6.0,9.0,19.0,0,1,27,1,0,0,1,4,1,2,4,0.32142857142857145,0.35714285714285715
7400315,https://cdn.quantummetric.com/qscripts/quantum-fiverr.js,0,0,0.31015370602589964,0.6898462939741006,Correct,9.0,8.0,1.0,20.0,13.0,0,0,24,0,0,0,4,5,7,4,4,0.6060606060606061,0.9696969696969697
7392252,https://www.jcpenney.com/D_tJCxBhvGe7rCT494kM_he0CkU/SYD9G2cXDGb8uLk9/AxAqCSofPw/PFIdE/B0iCAY,0,0,0.012010470437920641,0.9879895295620794,Correct,-1.0,-1.0,-1.0,40.0,22.0,1,0,62,0,0,0,5,7,5,8,4,0.6451612903225806,1.1451612903225807
7392267,https://online.bankofscotland.co.uk/r440jf/cahBU/ir_8t/2uIL/bubicSQ4fJfNS5/MzUAAg/UX/VrJFA7UiM,0,0,0.03980993863117181,0.9601900613688282,Correct,-1.0,-1.0,-1.0,40.0,14.0,1,0,23,0,0,0,5,7,5,8,4,0.7407407407407407,1.3148148148148149
7401112,https://cdn.506.io/eg/script.js?shop=nobodyschild.myshopify.com,0,0,0.01090555589986406,0.989094444100136,Correct,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0.5,4.0
7393391,https://ok14static.oktacdn.com/assets/js/sdk/okta-signin-widget/7.30.3/js/okta-sign-in.min.js,0,0,0.0058925936854529355,0.994107406314547,Correct,11.0,11.0,0.0,31.0,6.0,0,1,11,1,0,0,6,6,0,7,3,0.8378378378378378,1.4054054054054055
7401444,https://www.reebok.eu/cdn/wpm/b9f94c53cwe611d86fp8ced7fbdmadbd84f4l.js,0,0,0.0026743181098211376,0.9973256818901788,Correct,16.0,0.0,16.0,12.0,16.0,0,1,17,3,1,0,0,0,0,11,1,0.42857142857142855,0.7857142857142857
7401392,https://try.abtasty.com/9779884a79f97ee2f14a942e0c66296e/main.147f7fcedc3ed254d0ad.js,0,0,0.0,1.0,Correct,3.0,3.0,0.0,3.0,2.0,0,0,3,0,0,0,0,3,0,0,1,0.6,0.8
7401798,https://www.shopyourway.com/polyfills.74e878358a3f869e.js,0,0,0.0034136752136752135,0.9965863247863248,Correct,7.0,7.0,0.0,7.0,1.0,0,0,1,0,0,0,1,1,1,1,4,0.875,0.875
7401880,https://sc-ls.spockee.io/shoppable.umd.js,0,0,0.0,1.0,Correct,-1.0,-1.0,-1.0,6.0,3.0,1,0,6,0,0,0,2,0,2,2,3,0.6666666666666666,0.6666666666666666
7401172,https://app.oculizm.com/wp-content/uploads/99828_tracking.js,0,0,0.001680693485945127,0.9983193065140549,Correct,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1.0,5.0
7401178,https://cdn.shopify.com/extensions/906ac59d-3c90-448f-815a-ae4e5437856b/f578efe72a7698f136b14ae77fc291714b7bec8c-17834/assets/algolia_autocomplete.js,0,0,0.0,1.0,Correct,1.0,0.0,1.0,2.0,3.0,0,0,5,0,0,0,1,0,1,0,2,0.4,0.4
7401224,https://live.visually-io.com/v/visually.js,0,0,0.0,1.0,Correct,3.0,3.0,0.0,3.0,1.0,0,0,1,0,0,0,1,0,1,0,2,0.75,0.75
